order_id,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country,sales_id,product_id,price_per_unit,quantity_x,total_price,product_ID,product_type,product_name,size,colour,price,quantity_y,description,differnce,year_order,month_order,day_order,name_day_order,year_delivery,month_delivery,day_delivery,name_day_delivery
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,636,653,93,3,279,653,Jacket,Coach,L,blue,115,80,"A blue coloured, L sized, Coach Jacket",12,2021,6,19,Saturday,2021,7,1,Thursday
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,637,1194,105,1,105,1194,Trousers,Pleated,XL,red,90,58,"A red coloured, XL sized, Pleated Trousers",12,2021,6,19,Saturday,2021,7,1,Thursday
135,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,638,106,92,1,92,106,Shirt,Denim,S,red,115,57,"A red coloured, S sized, Denim Shirt",18,2021,5,15,Saturday,2021,6,2,Wednesday
135,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,639,730,119,2,238,730,Jacket,Trench Coat,XS,violet,112,64,"A violet coloured, XS sized, Trench Coat Jacket",18,2021,5,15,Saturday,2021,6,2,Wednesday
135,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,640,654,93,2,186,654,Jacket,Coach,XL,blue,115,46,"A blue coloured, XL sized, Coach Jacket",18,2021,5,15,Saturday,2021,6,2,Wednesday
135,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,641,376,94,1,94,376,Shirt,Henley,S,indigo,92,45,"A indigo coloured, S sized, Henley Shirt",18,2021,5,15,Saturday,2021,6,2,Wednesday
136,539,35331,2021-09-06,2021-09-08,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,642,816,117,2,234,816,Jacket,Shearling,S,yellow,95,48,"A yellow coloured, S sized, Shearling Jacket",2,2021,9,6,Monday,2021,9,8,Wednesday
136,539,35331,2021-09-06,2021-09-08,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,643,174,91,3,273,174,Shirt,Linen,XL,violet,116,73,"A violet coloured, XL sized, Linen Shirt",2,2021,9,6,Monday,2021,9,8,Wednesday
136,539,35331,2021-09-06,2021-09-08,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,644,582,100,3,300,582,Jacket,Bomber,M,blue,90,44,"A blue coloured, M sized, Bomber Jacket",2,2021,9,6,Monday,2021,9,8,Wednesday
137,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,645,1137,102,1,102,1137,Trousers,Cargo Pants,M,green,106,78,"A green coloured, M sized, Cargo Pants Trousers",2,2021,10,18,Monday,2021,10,20,Wednesday
137,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,646,175,98,1,98,175,Shirt,Camp Collared,XS,red,112,77,"A red coloured, XS sized, Camp Collared Shirt",2,2021,10,18,Monday,2021,10,20,Wednesday
137,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,647,826,117,1,117,826,Jacket,Shearling,S,blue,95,72,"A blue coloured, S sized, Shearling Jacket",2,2021,10,18,Monday,2021,10,20,Wednesday
137,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,648,236,106,3,318,236,Shirt,Chambray,S,indigo,105,59,"A indigo coloured, S sized, Chambray Shirt",2,2021,10,18,Monday,2021,10,20,Wednesday
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,649,51,104,2,208,51,Shirt,Dress,S,green,119,60,"A green coloured, S sized, Dress Shirt",5,2021,2,5,Friday,2021,2,10,Wednesday
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,650,518,102,3,306,518,Jacket,Windbreaker,L,indigo,109,67,"A indigo coloured, L sized, Windbreaker Jacket",5,2021,2,5,Friday,2021,2,10,Wednesday
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,651,2,96,2,192,2,Shirt,Oxford Cloth,M,red,114,54,"A red coloured, M sized, Oxford Cloth Shirt",5,2021,2,5,Friday,2021,2,10,Wednesday
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,652,1065,93,1,93,1065,Trousers,Joggers,XS,green,94,77,"A green coloured, XS sized, Joggers Trousers",5,2021,2,5,Friday,2021,2,10,Wednesday
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,653,383,94,2,188,383,Shirt,Henley,L,violet,92,51,"A violet coloured, L sized, Henley Shirt",5,2021,2,5,Friday,2021,2,10,Wednesday
139,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,654,521,102,2,204,521,Jacket,Windbreaker,S,violet,109,46,"A violet coloured, S sized, Windbreaker Jacket",13,2021,6,15,Tuesday,2021,6,28,Monday
139,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,655,428,107,1,107,428,Jacket,Denim,L,orange,92,73,"A orange coloured, L sized, Denim Jacket",13,2021,6,15,Tuesday,2021,6,28,Monday
139,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,656,280,105,1,105,280,Shirt,Cuban Collar,XS,red,93,56,"A red coloured, XS sized, Cuban Collar Shirt",13,2021,6,15,Tuesday,2021,6,28,Monday
139,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,657,1110,115,3,345,1110,Trousers,Cropped,XS,indigo,99,55,"A indigo coloured, XS sized, Cropped Trousers",13,2021,6,15,Tuesday,2021,6,28,Monday
140,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,658,701,119,3,357,701,Jacket,Trench Coat,S,red,112,54,"A red coloured, S sized, Trench Coat Jacket",5,2021,4,8,Thursday,2021,4,13,Tuesday
140,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,659,955,97,1,97,955,Trousers,Slim-Fit,XS,yellow,119,59,"A yellow coloured, XS sized, Slim-Fit Trousers",5,2021,4,8,Thursday,2021,4,13,Tuesday
140,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,660,575,100,1,100,575,Jacket,Bomber,XS,green,90,48,"A green coloured, XS sized, Bomber Jacket",5,2021,4,8,Thursday,2021,4,13,Tuesday
140,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,661,533,98,2,196,533,Jacket,Leather,L,orange,113,78,"A orange coloured, L sized, Leather Jacket",5,2021,4,8,Thursday,2021,4,13,Tuesday
140,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,662,687,113,3,339,687,Jacket,Parka,M,blue,119,54,"A blue coloured, M sized, Parka Jacket",5,2021,4,8,Thursday,2021,4,13,Tuesday
140,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,663,628,112,1,112,628,Jacket,Cardigan,L,violet,118,66,"A violet coloured, L sized, Cardigan Jacket",5,2021,4,8,Thursday,2021,4,13,Tuesday
140,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,664,1130,102,3,306,1130,Trousers,Cargo Pants,XS,yellow,106,68,"A yellow coloured, XS sized, Cargo Pants Trousers",5,2021,4,8,Thursday,2021,4,13,Tuesday
141,528,40203,2021-08-26,2021-09-13,Cad Dominichetti,Non-binary,63,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,665,805,117,3,351,805,Jacket,Shearling,XS,red,95,74,"A red coloured, XS sized, Shearling Jacket",18,2021,8,26,Thursday,2021,9,13,Monday
141,528,40203,2021-08-26,2021-09-13,Cad Dominichetti,Non-binary,63,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,666,950,97,1,97,950,Trousers,Slim-Fit,XS,orange,119,69,"A orange coloured, XS sized, Slim-Fit Trousers",18,2021,8,26,Thursday,2021,9,13,Monday
141,528,40203,2021-08-26,2021-09-13,Cad Dominichetti,Non-binary,63,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,667,733,119,3,357,733,Jacket,Trench Coat,L,violet,112,76,"A violet coloured, L sized, Trench Coat Jacket",18,2021,8,26,Thursday,2021,9,13,Monday
142,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,668,8,96,3,288,8,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",27,2021,6,15,Tuesday,2021,7,12,Monday
142,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,669,843,113,2,226,843,Trousers,Chinos,L,red,100,44,"A red coloured, L sized, Chinos Trousers",27,2021,6,15,Tuesday,2021,7,12,Monday
142,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,670,131,92,3,276,131,Shirt,Denim,S,indigo,115,69,"A indigo coloured, S sized, Denim Shirt",27,2021,6,15,Tuesday,2021,7,12,Monday
142,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,671,575,100,3,300,575,Jacket,Bomber,XS,green,90,48,"A green coloured, XS sized, Bomber Jacket",27,2021,6,15,Tuesday,2021,7,12,Monday
142,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,672,717,119,3,357,717,Jacket,Trench Coat,M,green,112,67,"A green coloured, M sized, Trench Coat Jacket",27,2021,6,15,Tuesday,2021,7,12,Monday
142,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,673,1237,112,3,336,1237,Trousers,Tracksuit Bottoms,M,yellow,91,80,"A yellow coloured, M sized, Tracksuit Bottoms Trousers",27,2021,6,15,Tuesday,2021,7,12,Monday
142,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,674,712,119,1,119,712,Jacket,Trench Coat,M,yellow,112,54,"A yellow coloured, M sized, Trench Coat Jacket",27,2021,6,15,Tuesday,2021,7,12,Monday
142,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,675,932,96,3,288,932,Trousers,Drawstring,M,blue,104,41,"A blue coloured, M sized, Drawstring Trousers",27,2021,6,15,Tuesday,2021,7,12,Monday
142,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,676,630,93,3,279,630,Jacket,Coach,XS,red,115,71,"A red coloured, XS sized, Coach Jacket",27,2021,6,15,Tuesday,2021,7,12,Monday
143,828,37187,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,677,740,109,2,218,740,Jacket,Peacoat,XS,orange,102,78,"A orange coloured, XS sized, Peacoat Jacket",3,2021,2,8,Monday,2021,2,11,Thursday
143,828,37187,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,678,94,118,2,236,94,Shirt,Flannel,XL,blue,96,61,"A blue coloured, XL sized, Flannel Shirt",3,2021,2,8,Monday,2021,2,11,Thursday
143,828,37187,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,679,1083,93,1,93,1083,Trousers,Joggers,L,violet,94,60,"A violet coloured, L sized, Joggers Trousers",3,2021,2,8,Monday,2021,2,11,Thursday
143,828,37187,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,680,387,119,1,119,387,Shirt,Casual Slim Fit,M,red,113,67,"A red coloured, M sized, Casual Slim Fit Shirt",3,2021,2,8,Monday,2021,2,11,Thursday
143,828,37187,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,681,1123,102,3,306,1123,Trousers,Cargo Pants,L,red,106,61,"A red coloured, L sized, Cargo Pants Trousers",3,2021,2,8,Monday,2021,2,11,Thursday
143,828,37187,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,682,837,117,1,117,837,Jacket,Shearling,M,violet,95,74,"A violet coloured, M sized, Shearling Jacket",3,2021,2,8,Monday,2021,2,11,Thursday
144,928,15762,2021-05-22,2021-05-28,Hughie Trelease,Bigender,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,683,698,113,1,113,698,Jacket,Parka,L,violet,119,53,"A violet coloured, L sized, Parka Jacket",6,2021,5,22,Saturday,2021,5,28,Friday
144,928,15762,2021-05-22,2021-05-28,Hughie Trelease,Bigender,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,684,295,105,3,315,295,Shirt,Cuban Collar,XS,green,93,63,"A green coloured, XS sized, Cuban Collar Shirt",6,2021,5,22,Saturday,2021,5,28,Friday
144,928,15762,2021-05-22,2021-05-28,Hughie Trelease,Bigender,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,685,461,118,2,236,461,Jacket,Puffer,S,orange,110,69,"A orange coloured, S sized, Puffer Jacket",6,2021,5,22,Saturday,2021,5,28,Friday
144,928,15762,2021-05-22,2021-05-28,Hughie Trelease,Bigender,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,686,680,113,2,226,680,Jacket,Parka,XS,green,119,75,"A green coloured, XS sized, Parka Jacket",6,2021,5,22,Saturday,2021,5,28,Friday
145,871,26358,2021-02-02,2021-02-10,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,687,1138,102,1,102,1138,Trousers,Cargo Pants,L,green,106,42,"A green coloured, L sized, Cargo Pants Trousers",8,2021,2,2,Tuesday,2021,2,10,Wednesday
145,871,26358,2021-02-02,2021-02-10,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,688,623,112,3,336,623,Jacket,Cardigan,L,indigo,118,40,"A indigo coloured, L sized, Cardigan Jacket",8,2021,2,2,Tuesday,2021,2,10,Wednesday
145,871,26358,2021-02-02,2021-02-10,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,689,655,93,2,186,655,Jacket,Coach,XS,indigo,115,42,"A indigo coloured, XS sized, Coach Jacket",8,2021,2,2,Tuesday,2021,2,10,Wednesday
145,871,26358,2021-02-02,2021-02-10,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,690,472,118,3,354,472,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",8,2021,2,2,Tuesday,2021,2,10,Wednesday
146,912,22750,2021-08-30,2021-09-26,Chancey Iacovozzo,Agender,60,501 Nader RidgeApt. 355,7229,West John,Tasmania,Australia,691,17,96,3,288,17,Shirt,Oxford Cloth,M,green,114,60,"A green coloured, M sized, Oxford Cloth Shirt",27,2021,8,30,Monday,2021,9,26,Sunday
146,912,22750,2021-08-30,2021-09-26,Chancey Iacovozzo,Agender,60,501 Nader RidgeApt. 355,7229,West John,Tasmania,Australia,692,610,112,3,336,610,Jacket,Cardigan,XS,green,118,40,"A green coloured, XS sized, Cardigan Jacket",27,2021,8,30,Monday,2021,9,26,Sunday
147,818,20690,2021-09-28,2021-10-16,Nathaniel McCandless,Polygender,59,5085 Bergstrom MewsApt. 347,3302,West Eviebury,Western Australia,Australia,693,1250,112,1,112,1250,Trousers,Tracksuit Bottoms,XS,indigo,91,63,"A indigo coloured, XS sized, Tracksuit Bottoms Trousers",18,2021,9,28,Tuesday,2021,10,16,Saturday
148,573,14073,2021-01-14,2021-01-24,Atlante Dissman,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,694,213,106,1,106,213,Shirt,Chambray,L,red,105,44,"A red coloured, L sized, Chambray Shirt",10,2021,1,14,Thursday,2021,1,24,Sunday
148,573,14073,2021-01-14,2021-01-24,Atlante Dissman,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,695,779,91,3,273,779,Jacket,Pullover,XL,orange,114,69,"A orange coloured, XL sized, Pullover Jacket",10,2021,1,14,Thursday,2021,1,24,Sunday
148,573,14073,2021-01-14,2021-01-24,Atlante Dissman,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,696,1214,105,3,315,1214,Trousers,Pleated,XL,blue,90,55,"A blue coloured, XL sized, Pleated Trousers",10,2021,1,14,Thursday,2021,1,24,Sunday
148,573,14073,2021-01-14,2021-01-24,Atlante Dissman,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,697,220,106,3,318,220,Shirt,Chambray,XS,yellow,105,57,"A yellow coloured, XS sized, Chambray Shirt",10,2021,1,14,Thursday,2021,1,24,Sunday
149,500,31490,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,698,423,107,1,107,423,Jacket,Denim,L,red,92,63,"A red coloured, L sized, Denim Jacket",11,2021,3,3,Wednesday,2021,3,14,Sunday
149,500,31490,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,699,549,98,3,294,549,Jacket,Leather,XL,blue,113,67,"A blue coloured, XL sized, Leather Jacket",11,2021,3,3,Wednesday,2021,3,14,Sunday
149,500,31490,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,700,931,96,1,96,931,Trousers,Drawstring,S,blue,104,48,"A blue coloured, S sized, Drawstring Trousers",11,2021,3,3,Wednesday,2021,3,14,Sunday
149,500,31490,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,701,380,94,2,188,380,Shirt,Henley,XS,violet,92,50,"A violet coloured, XS sized, Henley Shirt",11,2021,3,3,Wednesday,2021,3,14,Sunday
149,500,31490,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,702,93,118,3,354,93,Shirt,Flannel,L,blue,96,44,"A blue coloured, L sized, Flannel Shirt",11,2021,3,3,Wednesday,2021,3,14,Sunday
150,462,34428,2021-06-22,2021-06-27,Francklyn Willeman,Non-binary,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,703,736,109,1,109,736,Jacket,Peacoat,S,red,102,67,"A red coloured, S sized, Peacoat Jacket",5,2021,6,22,Tuesday,2021,6,27,Sunday
150,462,34428,2021-06-22,2021-06-27,Francklyn Willeman,Non-binary,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,704,1110,115,3,345,1110,Trousers,Cropped,XS,indigo,99,55,"A indigo coloured, XS sized, Cropped Trousers",5,2021,6,22,Tuesday,2021,6,27,Sunday
150,462,34428,2021-06-22,2021-06-27,Francklyn Willeman,Non-binary,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,705,263,95,3,285,263,Shirt,Polo,L,green,117,68,"A green coloured, L sized, Polo Shirt",5,2021,6,22,Tuesday,2021,6,27,Sunday
150,462,34428,2021-06-22,2021-06-27,Francklyn Willeman,Non-binary,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,706,234,106,2,212,234,Shirt,Chambray,XL,blue,105,43,"A blue coloured, XL sized, Chambray Shirt",5,2021,6,22,Tuesday,2021,6,27,Sunday
151,357,24626,2021-08-08,2021-09-01,Crawford Bolden,Polygender,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,707,772,91,1,91,772,Jacket,Pullover,M,red,114,55,"A red coloured, M sized, Pullover Jacket",24,2021,8,8,Sunday,2021,9,1,Wednesday
151,357,24626,2021-08-08,2021-09-01,Crawford Bolden,Polygender,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,708,842,113,2,226,842,Trousers,Chinos,M,red,100,54,"A red coloured, M sized, Chinos Trousers",24,2021,8,8,Sunday,2021,9,1,Wednesday
151,357,24626,2021-08-08,2021-09-01,Crawford Bolden,Polygender,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,709,287,105,3,315,287,Shirt,Cuban Collar,M,orange,93,49,"A orange coloured, M sized, Cuban Collar Shirt",24,2021,8,8,Sunday,2021,9,1,Wednesday
151,357,24626,2021-08-08,2021-09-01,Crawford Bolden,Polygender,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,710,992,106,1,106,992,Trousers,Wool,M,yellow,111,43,"A yellow coloured, M sized, Wool Trousers",24,2021,8,8,Sunday,2021,9,1,Wednesday
152,320,24866,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,711,246,95,1,95,246,Shirt,Polo,S,red,117,60,"A red coloured, S sized, Polo Shirt",3,2021,3,9,Tuesday,2021,3,12,Friday
152,320,24866,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,712,731,119,1,119,731,Jacket,Trench Coat,S,violet,112,69,"A violet coloured, S sized, Trench Coat Jacket",3,2021,3,9,Tuesday,2021,3,12,Friday
152,320,24866,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,713,490,102,1,102,490,Jacket,Windbreaker,XS,red,109,79,"A red coloured, XS sized, Windbreaker Jacket",3,2021,3,9,Tuesday,2021,3,12,Friday
152,320,24866,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,714,897,94,1,94,897,Trousers,Cords,M,blue,113,47,"A blue coloured, M sized, Cords Trousers",3,2021,3,9,Tuesday,2021,3,12,Friday
152,320,24866,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,715,537,98,3,294,537,Jacket,Leather,M,yellow,113,77,"A yellow coloured, M sized, Leather Jacket",3,2021,3,9,Tuesday,2021,3,12,Friday
152,320,24866,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,716,904,94,3,282,904,Trousers,Cords,XL,indigo,113,70,"A indigo coloured, XL sized, Cords Trousers",3,2021,3,9,Tuesday,2021,3,12,Friday
152,320,24866,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,717,1230,112,1,112,1230,Trousers,Tracksuit Bottoms,XS,orange,91,57,"A orange coloured, XS sized, Tracksuit Bottoms Trousers",3,2021,3,9,Tuesday,2021,3,12,Friday
152,320,24866,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,718,1188,99,2,198,1188,Trousers,High-Waisted,L,violet,98,68,"A violet coloured, L sized, High-Waisted Trousers",3,2021,3,9,Tuesday,2021,3,12,Friday
153,727,49677,2021-10-21,2021-11-17,Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,719,542,98,3,294,542,Jacket,Leather,M,green,113,45,"A green coloured, M sized, Leather Jacket",27,2021,10,21,Thursday,2021,11,17,Wednesday
153,727,49677,2021-10-21,2021-11-17,Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,720,698,113,1,113,698,Jacket,Parka,L,violet,119,53,"A violet coloured, L sized, Parka Jacket",27,2021,10,21,Thursday,2021,11,17,Wednesday
153,727,49677,2021-10-21,2021-11-17,Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,721,769,109,3,327,769,Jacket,Peacoat,XL,violet,102,42,"A violet coloured, XL sized, Peacoat Jacket",27,2021,10,21,Thursday,2021,11,17,Wednesday
153,727,49677,2021-10-21,2021-11-17,Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,722,989,106,2,212,989,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",27,2021,10,21,Thursday,2021,11,17,Wednesday
153,727,49677,2021-10-21,2021-11-17,Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,723,1188,99,3,297,1188,Trousers,High-Waisted,L,violet,98,68,"A violet coloured, L sized, High-Waisted Trousers",27,2021,10,21,Thursday,2021,11,17,Wednesday
153,727,49677,2021-10-21,2021-11-17,Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,724,1235,112,3,336,1235,Trousers,Tracksuit Bottoms,XS,yellow,91,76,"A yellow coloured, XS sized, Tracksuit Bottoms Trousers",27,2021,10,21,Thursday,2021,11,17,Wednesday
